BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202405,18,1710,202405,18,1710,192016,1183118,FLORIDA,12,2024,May,Lightning,C,9,BREVARD,MLB,18-MAY-24 17:10:00,EST-5,18-MAY-24 17:10:00,1,0,0,0,0.00K,0.00K,Coast Guard,,,,,,,,,,,,3.0,NE,PORT CANAVERAL,3.0,NE,PORT CANAVERAL,28.45,-80.49,28.45,-80.49,A man was injured when lightning struck his boat off of Cape Canaveral.,A 57 year old man was injured and transported to the hospital when his boat was struck by lightning 2 miles off of the coast of Cape Canaveral.,CSV
202405,25,1308,202405,25,1308,190366,1171119,COLORADO,8,2024,May,Lightning,C,57,JACKSON,BOU,25-MAY-24 13:08:00,MST-7,25-MAY-24 13:08:00,0,0,1,0,85.00K,0.00K,Broadcast Media,,,,,,,,,,,,0.0,N,RAND,0.0,N,RAND,40.45,-106.17,40.45,-106.17,"Thunderstorms moved across the mountains and plains producing gusty winds up to 65 mph, though mostly less than 55 mph. A lightning strike killed a 51 year old man while he was feeding his herd. In addition, 34 cattle were killed as well. Also, there were 3 water rescues involving 16 people on Dillon Reservoir due to gusty winds.","A lightning strike killed a 51 year old man while he was feeding his herd. In addition, 34 cattle were killed as well. Estimated that each cow cost $2,500.",CSV
202406,27,1600,202406,27,1600,191342,1178204,TEXAS,48,2024,June,Lightning,C,41,BRAZOS,HGX,27-JUN-24 16:00:00,CST-6,27-JUN-24 16:00:00,0,0,1,0,0.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,N,BRYAN COULTER ARPT,1.0,N,BRYAN COULTER ARPT,30.7286,-96.3282,30.7286,-96.3282,A 7 year-old child was killed by a lightning strike on the evening of June 27.,A 7 year-old girl was killed by a lightning strike outside of her home located between Bryan and Wickson Valley as a thunderstorm moved through the area.,CSV
202404,20,1642,202404,20,1642,189209,1163581,TEXAS,48,2024,April,Lightning,C,41,BRAZOS,HGX,20-APR-24 16:42:00,CST-6,20-APR-24 16:42:00,0,0,0,0,25.00K,,Broadcast Media,,,,,,,,,,,,2.0,NW,COLLEGE STATION,2.0,NW,COLLEGE STATION,30.6177,-96.3465,30.6177,-96.3465,A building was damaged from a late afternoon lightning strike.,A late afternoon lightning strike caused a fire at a building near the intersection of University Drive and Boyett Street.,CSV
202405,19,1454,202405,19,1455,192288,1186070,SOUTH CAROLINA,45,2024,May,Lightning,C,19,CHARLESTON,CHS,19-MAY-24 14:54:00,EST-5,19-MAY-24 14:55:00,0,0,0,0,5.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,NE,AWENDAW,1.0,NE,AWENDAW,33.04,-79.61,33.04,-79.61,"Scattered to numerous thunderstorms started to develop around midday in the vicinity of a southward moving cold front. As these thunderstorms tracked to the south through the afternoon, they produced numerous reports of large hail and damaging wind gusts across portions of southeast South Carolina.",Awendaw Fire Department reported a lightning strike at a residence. No fire was reported but there was minor damage to the home.,CSV
202406,19,1650,202406,19,1650,191570,1179423,MASSACHUSETTS,25,2024,June,Lightning,C,15,HAMPSHIRE,BOX,19-JUN-24 16:50:00,EST-5,19-JUN-24 16:50:00,0,0,0,0,3.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,W,SEARSVILLE,1.0,W,SEARSVILLE,42.4,-72.74,42.4,-72.74,A brief round of thunderstorms moved through southern New England bringing scattered strong to damaging winds in western and central Massachusetts.,In Williamsburg there was a barn fire due to a lightning strike on Village Rd.,CSV
202406,22,1526,202406,22,1526,192466,1187532,CONNECTICUT,9,2024,June,Lightning,C,7,MIDDLESEX,OKX,22-JUN-24 15:26:00,EST-5,22-JUN-24 15:26:00,3,0,0,0,0.00K,0.00K,Law Enforcement,,,,,,,,,,,,1.0,NE,GOODRICH HGTS,1.0,NE,GOODRICH HGTS,41.63,-72.64,41.63,-72.64,Thunderstorms fired up along a slow moving frontal boundary in an environment with 2000+ J/kg of SBCAPE and weak shear. Some storms became strong to severe and produced damaging wind gusts and large hail over southern CT.,"First responders reported a tree struck by lightning, injuring three people nearby. The EMS crew treated two people who were transported to area hospitals for further evaluation. The third person refused treatment. This took place at the TPC River Highlands golf course during a PGA Tour event.",CSV
202405,7,1613,202405,7,1613,189782,1167145,MICHIGAN,26,2024,May,Lightning,C,27,CASS,IWX,07-MAY-24 16:13:00,EST-5,07-MAY-24 16:13:00,0,0,0,0,500.00K,0.00K,Public,,,,,,,,,,,,2.0,NNW,SANDY SHORES,2.0,NNW,SANDY SHORES,42.0818,-86.2025,42.0818,-86.2025,"Thunderstorms produced severe tornadoes, large hail, and damaging wind gusts on the afternoon and evening of May 7. The largest hail stone reported was 4 inches in diameter.","Ramona Skating Rink was struck by lightning, caught fire, then burned to the ground according to broadcast media.",CSV
202406,30,1304,202406,30,1304,191609,1179747,CONNECTICUT,9,2024,June,Lightning,C,13,TOLLAND,BOX,30-JUN-24 13:04:00,EST-5,30-JUN-24 13:04:00,0,0,0,0,2.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,1.0,SW,STATE LINE,1.0,SW,STATE LINE,42.02,-72.34,42.02,-72.34,A round of thunderstorms brought wind damage and flash flooding to Connecticut.,"In Stafford, lightning struck a house and damaged the chimney.",CSV
202405,8,415,202405,8,415,189676,1167233,PENNSYLVANIA,42,2024,May,Lightning,C,43,DAUPHIN,CTP,08-MAY-24 04:15:00,EST-5,08-MAY-24 04:15:00,0,0,0,0,20.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,NNW,GLENWOOD,1.0,NNW,GLENWOOD,40.313,-76.8409,40.313,-76.8409,"Showers and thunderstorms ahead of a cold front moved across central Pennsylvania during the early morning hours of May 8, 2024. Thunderstorms across the western highlands did bring some strong-to-severe thunderstorms producing sporadic wind damage as they continued to move across the southern tier of Pennsylvania.","Lightning from a thunderstorm struck a three-story apartment building under construction, causing it to catch the third floor on fire for around 50 minutes.",CSV
202405,16,950,202405,16,950,190990,1196643,TEXAS,48,2024,May,Lightning,C,85,COLLIN,FWD,16-MAY-24 09:50:00,CST-6,16-MAY-24 09:50:00,0,0,0,0,300.00K,0.00K,Social Media,,,,,,,,,,,,3.0,ESE,ROCKHILL,3.0,ESE,ROCKHILL,33.1814,-96.7763,33.1814,-96.7763,A slow-moving front generated a round of thunderstorms which produced multiple areas of heavy rain and flooding from the Big Country to Central Texas on May 16.,A home on Yoakam Drive in Frisco suffered heavy damage from a lightning-started fire.,CSV
202405,28,625,202405,28,625,190995,1196644,TEXAS,48,2024,May,Lightning,C,121,DENTON,FWD,28-MAY-24 06:25:00,CST-6,28-MAY-24 06:25:00,0,0,0,0,500.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,3.0,S,PROSPER PLEASURE ARP,3.0,S,PROSPER PLEASURE ARP,33.2123,-96.8748,33.2123,-96.8748,"On the heels of the May 27th evening hail event, another batch of thunderstorms developed near the Red River during the overnight hours as a shortwave trough moved through the Plains. These storms eventually grew upscale into an organized complex, diving southeast early on the morning of May 28. An intense bow echo caused widespread wind damage from the northern parts of DFW, through the eastern parts of DFW and into East Texas. NWS Storm Surveys determined straightline winds of 80-95 mph caused some of the damage.","Two homes on Moonseed Rd were struck by lightning. One suffered heavy damage, and other was described as moderate damage.",CSV
202407,15,1552,202407,15,1552,192092,1183787,FLORIDA,12,2024,July,Lightning,C,117,SEMINOLE,MLB,15-JUL-24 15:52:00,EST-5,15-JUL-24 15:52:00,1,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,E,FOREST CITY,1.0,E,FOREST CITY,28.67,-81.4,28.67,-81.4,A teenager performing lawn maintenance was injured by a lightning strike in Altamonte Springs.,A 17 year-old male from Altamonte Springs was struck by lightning while outside performing lawn maintenance at his neighbor's home. The victim stated in interviews with local media that rain had just started to fall at the time of the incident. The victim was transported to the hospital and made a full recovery within several days.,CSV
202407,25,1400,202407,25,1500,192803,1206827,NEVADA,32,2024,July,Lightning,C,1,CHURCHILL,REV,25-JUL-24 14:00:00,PST-8,25-JUL-24 15:00:00,0,0,0,0,0.00K,2500.00K,Public,,,,,,,,,,,,3.0,NW,(NFL)NAS FALLON,3.0,NW,(NFL)NAS FALLON,39.3652,-118.7582,39.3689,-118.7586,"Thunderstorms brought locally heavy rain and a flash flood potential along with strong outflow gusts through Wednesday. Abundant moisture and instability were present as noted by the 0.81 PWAT reading from the 23 July 1200Z KREV sounding this morning. Sufficient clearing also helped temperatures to climb well above average for late July. Short term high-resolution HREF guidance showed an uptick in PWATs Wednesday as deeper moisture expanded northward across western NV and far northeast CA |as a ridge axis slid east with upper level southerly flow increasing ahead of a trough advancing into the Pacific Northwest. A few severe storms with gusts to 60 mph and nickel sized hail were forecasted on 23 July. But flash flooding would be the bigger concern as storms moved either slower or anchored near steep terrain and burn scars. For 24 July, mid level S/SW winds increased which increased both storm motions and shear for storm organization. SPC introduced a marginal risk for severe wind gusts near the Oregon border with similar severe weather threats for stronger outflows and blowing dust reaching the Basin and Range. While storms were expected to move faster, training storm  cells would continue to bring a heightened threat for flash flooding for areas south of I-80 with focus on the eastern Sierra into southern Lyon and Mineral counties. For 25 July, drier and more stable air confined storms to the Basin and Range where activity was forecast to be isolated but still able to produce gusty outflows and areas of blowing dust.",Thunderstorms moving N-NE across the Basin and Range/Fallon area initiated a cloud to ground lightning caused fire in one the distillery's Rye fields that burned away 25% of the Rye crop. The fire was quickly extinguished by the local fire department and neighboring farm/ranch workers.,CSV
202407,15,1638,202407,15,1638,192939,1204782,IOWA,19,2024,July,Lightning,C,153,POLK,DMX,15-JUL-24 16:38:00,CST-6,15-JUL-24 16:38:00,0,0,0,0,20.00K,0.00K,Emergency Manager,,,,,,,,,,,,0.0,NE,ELKHART,0.0,NE,ELKHART,41.781,-93.5281,41.781,-93.5281,"Convection from a passing upper level trough and associated MCS in the morning brought an initial round of non-severe storms mainly in Minnesota into the far reaches of northern Iowa. However, severe weather potential increased by the afternoon as the aforementioned trough and surface boundary made its way into Iowa. Conditions ahead of the boundary included 40-50 knot values of 0-6 km bulk shear, along with 3000-4000J/kg of instability, 25-30 knots of 0-3 km bulk shear and DCAPE values around 1000-1500 J/kg. As a result, a line of showers and storms developed in the afternoon and passed over central Iowa into the evening, with a handful of hail reports in central Iowa generally from penny-size to 2 inches, while the greater majority of reports involved severe wind gusts of 55-70+ mph and associated damage. Tornadic activity within the line of storms did occur, with a tornado developing in the Des Moines Metro area, causing primarily significant tree damage, as well as some structural and power-pole damage in the area as well. Heavy rain given plenty of warm and moist air over the area also resulted in isolated flash flooding, specifically over Black Hawk county.","Emergency management confirmed report of lightning strike at a house/barn located near Elkhart, which caused a fire.",CSV
202405,16,754,202405,16,754,190990,1184969,TEXAS,48,2024,May,Lightning,C,439,TARRANT,FWD,16-MAY-24 07:54:00,CST-6,16-MAY-24 07:54:00,0,0,0,0,300.00K,0.00K,Social Media,,,,,,,,,,,,2.0,NE,BENBROOK,2.0,NE,BENBROOK,32.7,-97.42,32.7,-97.42,A slow-moving front generated a round of thunderstorms which produced multiple areas of heavy rain and flooding from the Big Country to Central Texas on May 16.,Social media videos indicate a house fire was likely caused by lightning. The time was estimated by radar.,CSV
202406,1,630,202406,1,630,192187,1184917,NEBRASKA,31,2024,June,Lightning,C,75,GRANT,LBF,01-JUN-24 06:30:00,MST-7,01-JUN-24 06:30:00,0,0,0,0,2.00K,0.00K,Public,,,,,,,,,,,,12.0,SE,HYANNIS,12.0,SE,HYANNIS,41.87,-101.61,41.87,-101.61,"Isolated thunderstorms developed shortly after midnight in the central Nebraska Panhandle. This activity moved east into more favorable moisture and shear, becoming severe during the early morning hours of June 1st. Hail up to golf ball size was reported.",A lightning strike killed one head of livestock at this location.,CSV
202407,14,145,202407,14,145,195024,1205513,MICHIGAN,26,2024,July,Lightning,C,9,ANTRIM,APX,14-JUL-24 01:45:00,EST-5,14-JUL-24 01:45:00,0,3,0,0,65.00K,0.00K,COOP Observer,,,,,,,,,,,,5.0,ENE,CHESTONIA,5.0,ENE,CHESTONIA,45.0969,-84.9908,45.0969,-84.9908,"Thunderstorms occurred during the early morning hours of July 14th. In the East Jordan area, lightning struck a mobile home, setting it ablaze and resulting in a total loss of the structure. All occupants survived, though all were hospitalized for their injuries, including one occupant who was transported to a larger hospital for treatment.","A cooperative observer reported lightning struck a trailer house, setting it ablaze, in the vicinity of East Jordan on the morning of July 14th. This report was corroborated by the Charlevoix Emergency Manager as well as Facebook reports. The structure was two trailer houses joined together; it was a total loss due to the fire. The occupants were all hospitalized...2 were taken to a nearby hospital in Petoskey where they were listed in fair condition; the third had to be transported to a larger hospital in Grand Rapids to receive treatment for his injuries for multiple days.",CSV
202407,25,1630,202407,25,1630,194767,1204300,FLORIDA,12,2024,July,Lightning,C,81,MANATEE,TBW,25-JUL-24 16:30:00,EST-5,25-JUL-24 16:30:00,0,0,0,0,35.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,E,GILLETT,2.0,E,GILLETT,27.58,-82.5,27.58,-82.5,"Lightning from afternoon thunderstorms associated with the sea breeze causes 1 fatality and 3 injuries near St Petersburg in Pinellas County, and a structure fire near Palmetto in Manatee County.","Broadcast media relayed report of a structure fire caused by lightning in Palmetto. Minor damage occured, however, there were no injuries reported.",CSV
202407,25,1645,202407,25,1645,194767,1204301,FLORIDA,12,2024,July,Lightning,C,103,PINELLAS,TBW,25-JUL-24 16:45:00,EST-5,25-JUL-24 16:45:00,3,0,1,0,0.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,N,SPG-ALBERT WHITTED AIRPORT,1.0,N,SPG-ALBERT WHITTED AIRPORT,27.78,-82.63,27.78,-82.63,"Lightning from afternoon thunderstorms associated with the sea breeze causes 1 fatality and 3 injuries near St Petersburg in Pinellas County, and a structure fire near Palmetto in Manatee County.","County dispatch relayed report of 4 individuals that were struck by lightning and injured while standing under a tree near downtown St. Petersburg around 5:45 pm local time. Ensuing reports detailed that all 4 individuals were teenagers, 2 females and 1 male aged 16 along with a 17 year old male, and that one of the 16 year old girls had gone into cardiac arrest. Paramedics arriving on scene were able to restore the girl's pulse before taking her to Orlando Health Bayfront Hospital in St. Petersburg, along with one of the males that had received burns, and all 4 of the individuals were ultimately taken to Johns Hopkins All Children's Hospital for treatment and monitoring. Unfortunately, the 16 year old girl that had to be resuscitated on scene later succumbed to her injuries on August 19.",CSV
202407,24,2143,202407,24,2143,194533,1202341,ARIZONA,4,2024,July,Lightning,C,13,MARICOPA,PSR,24-JUL-24 21:43:00,MST-7,24-JUL-24 21:43:00,0,0,0,0,20.00K,0.00K,Public,,,,,,,,,,,,3.0,ENE,LAVEEN,3.0,ENE,LAVEEN,33.3827,-112.1237,33.3827,-112.1237,"Scattered to numerous thunderstorms developed across eastern and southeastern AZ during the afternoon hours. Deep and colliding outflows sparked new development across the lower deserts of south-central AZ during the early evening hours, including several thunderstorm clusters developing over the Phoenix metro area and producing strong to severe downburst winds. The environment that these thunderstorms developed under was characterized by MLCAPE values of over 1000 J/KG with DCAPE values in excess of 1500 J/KG, which were favorable parameters for severe downburst winds.",Cloud to ground lightning strike set a house on fire in the Laveen area in Phoenix. No injuries were reported.,CSV
202407,15,1444,202407,15,1444,194979,1205208,NEW YORK,36,2024,July,Lightning,C,119,WESTCHESTER,OKX,15-JUL-24 14:44:00,EST-5,15-JUL-24 14:44:00,0,0,0,0,20.00K,0.00K,Broadcast Media,,,,,,,,,,,,1.0,E,KATONAH,1.0,E,KATONAH,41.25,-73.69,41.25,-73.69,A series of mid-level shortwaves approached an environment characterized by 1000-2000 J/kg of MLCAPE and marginal shear (mainly at or under 30 kt of Effective Bulk Shear). This allowed isolated severe thunderstorms to develop and produce damaging wind gusts across southeast NY.,House struck by lightning in Katonah NY.,CSV
202407,15,2055,202407,15,2055,192485,1188312,PENNSYLVANIA,42,2024,July,Lightning,C,69,LACKAWANNA,BGM,15-JUL-24 20:55:00,EST-5,15-JUL-24 20:55:00,1,0,0,0,0.00K,0.00K,State Official,,,,,,,,,,,,1.0,NE,CHILDS,1.0,NE,CHILDS,41.56,-75.52,41.56,-75.52,"A mesoscale convective system (MCS) moved into the Northeast and brought widespread showers and thunderstorms with it. With this system moving into the region in the afternoon and evening, daytime heating helped create an unstable environment. Enough shear was present to support long-lasting storms. In Northeastern Pennsylvania, there were no reports of tornadoes, but there were numerous reports of wind damage ranging from trees being knocked down to roofs being ripped off of buildings. A man, in his home, survived a lightning strike and only suffered minor injuries.","A man was struck by lightning in his home. Other than minor injuries, the man was alright.",CSV
202407,20,1845,202407,20,1846,192184,1184921,ALABAMA,1,2024,July,Lightning,C,81,LEE,BMX,20-JUL-24 18:45:00,CST-6,20-JUL-24 18:46:00,0,0,1,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,SE,MOTTS,1.0,SE,MOTTS,32.5625,-85.1232,32.5625,-85.1232,Heavy thunderstorm activity over Lee County during the early afternoon hours produced a lightning strike at the Lee County Flea Market in Smiths Station which resulted in a fatality.,A lightning strike at the Lee County Flea Market in Smiths Station at approximately 12:45 PM CDT resulted in a fatality.,CSV
202406,29,2013,202406,29,2013,192007,1183041,MICHIGAN,26,2024,June,Lightning,C,115,MONROE,DTX,29-JUN-24 20:13:00,EST-5,29-JUN-24 20:13:00,4,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,,,,,,,,3.0,ENE,AZALIA,3.0,ENE,AZALIA,42.0323,-83.6131,42.0323,-83.6131,"During a concert following the Mud Bash at the Milan Dragway, a single lightning strike struck 4 individuals, who reported tingling sensations. Two of these individuals were transported to the hospital for further treatment and released.",,CSV
202407,14,1605,202407,14,1605,194749,1204152,NORTH CAROLINA,37,2024,July,Lightning,C,91,HERTFORD,AKQ,14-JUL-24 16:05:00,EST-5,14-JUL-24 16:05:00,0,0,0,0,10.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,E,HARRELLSVILLE,1.0,E,HARRELLSVILLE,36.3,-76.79,36.3,-76.79,Scattered severe thunderstorms in advance of a surface trough produced damaging winds and large hail across portions of northeast North Carolina.,Lightning struck a barn which resulted in a fire.,CSV
202407,17,1942,202407,17,1942,194750,1204181,VIRGINIA,51,2024,July,Lightning,C,117,MECKLENBURG,AKQ,17-JUL-24 19:42:00,EST-5,17-JUL-24 19:42:00,0,0,0,0,2.00K,0.00K,911 Call Center,,,,,,,,,,,,1.0,SE,OPIE,1.0,SE,OPIE,36.76,-78.17,36.76,-78.17,Scattered severe thunderstorms well in advance of a cold front produced damaging winds across portions of central and south central Virginia.,Tree was struck by lightning and caught fire.,CSV
202405,3,630,202405,3,630,191891,1182222,TEXAS,48,2024,May,Lightning,C,245,JEFFERSON,LCH,03-MAY-24 06:30:00,CST-6,03-MAY-24 06:30:00,0,0,0,0,5.00K,0.00K,Broadcast Media,,,,,,,,,,,,3.0,S,AMELBULK,3.0,S,AMELBULK,30.04,-94.27,30.04,-94.27,A series of upper level disturbances moved across Southeast Texas early in the month of May causing multiple rounds of flooding and severe weather.,Lightning struck a home causing a house fire on Pine Island Road. No injuries were reported.,CSV
202407,10,1356,202407,10,1356,193825,1197569,NEW YORK,36,2024,July,Lightning,C,89,ST. LAWRENCE,BTV,10-JUL-24 13:56:00,EST-5,10-JUL-24 13:56:00,0,0,0,0,50.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.0,SW,STARLAKE,1.0,SW,STARLAKE,44.16,-75.04,44.16,-75.04,"Remnants of Hurricane Beryl tracked across the St. Lawrence Valley of NY and Canada during the afternoon and evening hours of July 10th. Numerous individual supercell-like thunderstorms developed and moved across NY into VT with various wind damage, hail and heavy rainfall.",A structure fire was caused by a lightning strike according to emergency officials.,CSV
202407,17,1528,202407,17,1529,194654,1204516,GEORGIA,13,2024,July,Lightning,C,231,PIKE,FFC,17-JUL-24 15:28:00,EST-5,17-JUL-24 15:29:00,0,0,0,0,100.00K,,Emergency Manager,,,,,,,,,,,,1.0,E,ZEBULON,1.0,E,ZEBULON,33.1,-84.34,33.1,-84.34,A weak trough moving across central GA was able to produce a line of thunderstorms across central GA. Two storms within the line were able to become strong with several trees down.,Zebulon UMC caught fire due to lightning strike. Building is a total loss.,CSV
202407,17,1530,202407,17,1530,194683,1203809,LOUISIANA,22,2024,July,Lightning,C,19,CALCASIEU,LCH,17-JUL-24 15:30:00,CST-6,17-JUL-24 15:30:00,0,0,0,0,5.00K,0.00K,State Official,,,,,,,,,,,,1.0,E,CHLOE,1.0,E,CHLOE,30.23,-93.11,30.23,-93.11,An upper low meandered over the region allowind scattered afternoon thunderstorm to develop. A couple became severe.,Lightning struck a home causing a fire.,CSV
202407,12,730,202407,12,730,195175,1206362,NEW JERSEY,34,2024,July,Lightning,C,9,CAPE MAY,PHI,12-JUL-24 07:30:00,EST-5,12-JUL-24 07:30:00,0,0,0,0,10.00K,,Broadcast Media,,,,,,,,,,,,0.0,N,CAPE MAY,0.0,N,CAPE MAY,38.93,-74.92,38.93,-74.92,A few thunderstorms developed along a stalled boundary. One storm produced a lightning strike that caused some damage.,"Cape May City Hall was struck by lightning Friday morning, causing damage to electronics inside the building and setting a pickup truck in the parking lot on fire. The lightning struck the VHF Antenna Tower. The facility was closed. Time given in report.",CSV
202407,14,1340,202407,14,1340,195184,1206364,NEW JERSEY,34,2024,July,Lightning,C,23,MIDDLESEX,PHI,14-JUL-24 13:40:00,EST-5,14-JUL-24 13:40:00,0,0,0,0,10.00K,,Public,,,,,,,,,,,,1.0,SSE,MIDDLESEX,1.0,SSE,MIDDLESEX,40.55,-74.46,40.55,-74.46,"A shortwave trough moved into a moist and unstable environment, with high DCAPE over the region. Pulse convection developed, with downdrafts downing several trees and power lines across the state.","Lightning struck a transformer, knocking out power. Time estimated from radar.",CSV
202407,16,130,202407,16,130,192004,1183032,MICHIGAN,26,2024,July,Lightning,C,155,SHIAWASSEE,DTX,16-JUL-24 01:30:00,EST-5,16-JUL-24 01:30:00,0,0,0,0,35.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,S,BURTON,2.0,S,BURTON,42.9709,-84.2851,42.9709,-84.2851,A home in Owosso caught fire due to a lightning strike.,"Lightning struck a power pole, with the attached electrical wire leading to a house causing a fire.",CSV
202407,10,1806,202407,10,1806,193827,1197694,VERMONT,50,2024,July,Lightning,C,1,ADDISON,BTV,10-JUL-24 18:06:00,EST-5,10-JUL-24 18:06:00,0,0,0,0,25.00K,0.00K,State Official,,,,,,,,,,,,1.0,N,BRISTOL,1.0,N,BRISTOL,44.14,-73.08,44.14,-73.08,Remnants of Hurricane Beryl tracked across the St. Lawrence Valley of NY and Canada during the afternoon and evening hours of July 10th. Numerous individual supercell-like thunderstorms developed and moved across NY into VT with various wind damage and heavy rainfall.,Structure fire determined to be caused by a lightning strike on a structure on Stony Hill Road.,CSV
202407,15,2135,202407,15,2136,194681,1203994,INDIANA,18,2024,July,Lightning,C,39,ELKHART,IWX,15-JUL-24 21:35:00,EST-5,15-JUL-24 21:36:00,0,0,0,0,35.00K,0.00K,Broadcast Media,,,,,,,,,,,,3.0,NE,MIDDLEBURY,3.0,NE,MIDDLEBURY,41.71,-85.67,41.71,-85.67,"A decaying derecho moved through the area late in the evening on July 15th. Storms raced eastward into southwest Lower Michigan and northern Indiana, prompting several Severe Thunderstorm Warnings for winds up to 70+ mph and Tornado Warnings for embedded rotation along the line. Three tornadoes were confirmed.","Local media confirms a small engine shop was destroyed by fire, likely caused by a lightning strike.",CSV
202412,17,5,202412,17,5,198609,1227978,MISSISSIPPI,28,2024,December,Lightning,C,155,WEBSTER,JAN,17-DEC-24 00:05:00,CST-6,17-DEC-24 00:05:00,0,0,0,0,1.00K,0.00K,Trained Spotter,,,,,,,,,,,,1.0,E,BELLEFONTAINE,1.0,E,BELLEFONTAINE,33.65,-89.31,33.65,-89.31,"Lightning caused tree/powerline damage near Bellefontaine, MS.","Lightning knocked a tree down, downing a utility line in the Bellefontaine community.",CSV
202407,30,2230,202407,30,2230,192758,1189525,TENNESSEE,47,2024,July,Lightning,C,187,WILLIAMSON,OHX,30-JUL-24 22:30:00,CST-6,30-JUL-24 22:30:00,0,4,0,0,250.00K,0.00K,Broadcast Media,,,,,,,,,,,,2.0,E,NOLENSVILLE,2.0,E,NOLENSVILLE,35.947,-86.6487,35.947,-86.6487,"Two lines of thunderstorms moved through Middle Tennessee on July 30, 2024. One of these lines moved through the area during the afternoon while the second arrived late in the evening. Damaging winds were the primary threat with these thunderstorms with numerous reports of downed trees and power lines received. Heavy rain was also reported across the Cumberland Plateau with flooding occurring in portions of Putnam and White counties. In Williamson County, a lightning strike caused a house fire which caused smoke inhalation for four firefighters.",House was stuck by lightning in Nolen Meade subdivision. Fire heavily damaged the attic and top floor. Four firefighters were injured due to smoke inhalation. Damages are a rough estimate.,CSV
202407,28,1720,202407,28,1721,192575,1190733,ALABAMA,1,2024,July,Lightning,C,117,SHELBY,BMX,28-JUL-24 17:20:00,CST-6,28-JUL-24 17:21:00,0,0,0,0,10.00K,0.00K,Public,,,,,,,,,,,,1.0,SW,ARGYLE,1.0,SW,ARGYLE,33.3148,-86.6427,33.3148,-86.6427,"A deep moisture profile and an increase of deep-layer shear over Central Alabama on July 28 resulted in very efficient rainfall occurring over central and northern parts of the region. Precipitable water values of 2.1 to 2.2 inches aided high instantaneous rain rates, at times on the order of 5-7 in/hr. Sporadic flooding occurred in Marion County during the early afternoon as two rounds of heavy rainfall moved through the area. By late afternoon, training thunderstorms over the Cahaba Heights area quickly flooded area homes and streets before another, much larger, round of thunderstorms overtook Jefferson County from the west. Many of the southern and western suburbs of Birmingham experienced flooding of homes and roadways during the early evening hours as 3-5 inches of rain fell across these areas.||The next day, an MCS tracking into northeast Alabama from Tennessee resulted in several trees being blown down in Cherokee County, especially the Centre and Cedar Bluff areas.",A residence along Rabbit Run sustained damage from a fire resulting from a lightning strike. The owner witnessed a lightning flash followed by a sparking TV and burning odor. No reported injuries. A lightning strike was confirmed via lightning network data and the residence was surveyed by the fire marshal.,CSV
202404,1,1800,202404,1,1800,190497,1178273,TEXAS,48,2024,April,Lightning,C,251,JOHNSON,FWD,01-APR-24 18:00:00,CST-6,01-APR-24 18:00:00,0,0,0,0,250.00K,0.00K,Broadcast Media,,,,,,,,,,,,0.0,N,VENUS,0.0,N,VENUS,32.43,-97.12,32.43,-97.12,A lead shortwave associated with an upper trough over the Desert Southwest helped initiate thunderstorms along and ahead of a dryline the afternoon and evening of April 1. Storms developed across the Big Country and spread east across North Texas. Several storms became severe and produced primarily large hail across several locations near and north of I-20 and along and west of I-35. The largest sized hail reported was Grapefruit sized (4.5) in Wise County.,Lightning started a house fire that resulted in a total loss of the house. The exact location of the house is unknown.,CSV
